"OrderID","CustomerID","FirstName","LastName","Gender","Age","Region","ProductCategory","Quantity","UnitPrice","Discount","SalesRep","PaymentMethod","CustomerSegment","City","OrderDate","Email","Phone","Rating","Comments","Revenue"
"ORD000025","CUST39852","Charles","Jones","Male",56,"North","Health & Beauty",5,646.52,0.08,"Brian","Mobile Money","SME","Embu",2024-03-11,"madison9000@gmail.com","0740647703",5,"Excellent service",2973.99
"ORD000026","CUST80975","Matthew","Thomas","Male",38,"East","Automotive",8,2627.41,0.15,"Kelvin","Credit Card","Retail","Kisumu",2025-09-19,"sandra8896@gmail.com","0736212402",3,"Will buy again",17866.39
"ORD000027","CUST40480","Patrick","Ngugi","Male",40,"Central","Sports",19,1786.88,0.19,"Zack","Bank Transfer","Corporate","Machakos",2023-02-16,"mason4730@gmail.com","0721202040",5,"Poor customer service",27500.08
"ORD000028","CUST34834","Paul","Bryant",NA,32,NA,NA,8,221.57,0.07,"Ursula","Bank Transfer","SME","machakos",2025-09-14,"austin851@gmail.com","0752466000",2,"Will buy again",1648.48
"ORD000029","CUST66220"," Susan","Jordan","Male",73,"Central","Furniture",10,366.45,0.07,"Collins","Cash","Government","Kisii",2023-10-21,"billy7116@gmail.com","0748246947",2,"Will buy again",3407.98
"ORD000030","CUST51464","Bernard","Stewart","Male",67,"South","Food & Beverage",9,17.53,0.25,"Dennis","Debit Card","Wholesale","Naivasha",2025-07-01,"jack9149@gmail.com","0716640323",2,"Average experience",118.33
"ORD000031","CUST45507","Brandon","Green","Male",75,"East","Home Appliances",17,914.76,0.03,"Diana","Credit Card","Retail","Nyeri",2024-12-14,"caleb7408@gmail.com","0759172254",3,"Satisfied",15084.39
"ORD000032","CUST68981","Kimberly","Chebet","Male",21,"North","Health & Beauty",13,1587.08,0.14,"Lilian","Cash","Retail","Kitale",2025-11-07,"logan3891@gmail.com","0788286411",5,"Highly recommended",17743.55
"ORD000033","CUST73054","Keith","White","Female",59,"North","Home Appliances",5,1841.3,0.21,"Kelvin","Credit Card","Wholesale","Naivasha",2023-01-10,"kathleen7463@gmail.com","0746312971",4,"Poor customer service",7273.14
"ORD000034","CUST89660","Philip","Rivera","Female",33,NA,"Automotive",5,2966.04,0.16,"Florence","Credit Card",NA,"embu",2024-07-07,"stephanie9531@gmail.com","0789195706",1,"Average experience",12457.37
"ORD000035","CUST28695","Jack","Ramirez","Male",70,"North","Sports",20,2410.08,0.34,"Lilian","Credit Card","SME","Machakos",2025-12-12,"diana6023@gmail.com","0772276903",1,"Highly recommended",31813.06
"ORD000036","CUST32373","Steven","Wilson","Male",54,"North","Health & Beauty",17,1596.81,0.1,"George","Cash","Wholesale","Meru",2024-01-06,"julia4553@gmail.com","0778640406",4,"Average experience",24431.19
"ORD000037","CUST99423","Sharon","Harrison","Female",23,"North","Food & Beverage",8,2095.55,0.2,"Valerie","Credit Card","Wholesale","Nairobi",2024-07-25,"jerry5210@gmail.com","0789237402",2,"Fast shipping",13411.52
"ORD000038","CUST99968","Joseph","Brooks","Female",72,"West","Automotive",5,1696.79,0.31,"Steve","Cash",NA,"Kitale",2024-01-03,"angela8312@gmail.com","0741867256",1,"Excellent service",5853.93
"ORD000039","CUST15376","Carl","Clarke","Male",46,"North","Electronics",11,544.05,0.23,"Valerie","Debit Card","Retail","Nyeri",2025-10-08,"louis3764@gmail.com","0719765305",1,"Will buy again",4608.1
"ORD000040","CUST21859","Chris","Brooks","Female",68,"East","Automotive",2,2950.93,0.26,"Samuel","Credit Card","Retail","Kisumu",2024-03-05,"mary2543@gmail.com","0740803746",2,"Excellent service",4367.38
"ORD000041","CUST48690","Samuel","Hamilton","Female",51,"Central","Books",11,1061.03,0.04,"Faith","Mobile Money","Retail","Nyeri",2023-10-25,"terry1988@gmail.com","0779145056",3,"Wrong item",11204.48
"ORD000042","CUST31095","Jennifer","Omondi","Female",39,"North","Home Appliances",14,1783.78,0.36,"Lilian","Mobile Money","SME","Embu",2024-02-05,"ann6770@gmail.com","0795249998",1,"Will buy again",15982.67
"ORD000043","CUST13380","Derek","Ford","Female",36,"East","Food & Beverage",6,2884.94,0.15,"Oscar","Cash","Corporate","Embu",2023-08-02,"victoria5249@gmail.com",NA,5,"Average experience",14713.19
"ORD000044","CUST84836"," ","Barnes","Male",43,"North","Food & Beverage",18,2328.85,0.09,"Kelvin","Mobile Money","Wholesale","Mombasa",2024-02-18,"isaac8834@gmail.com","0751576484",3,"Highly recommended",38146.56
"ORD000045","CUST61040","Justin",NA,"Male",51,"Central","Food   &   Beverage",5,2663.71,0.23,"Edwin","Cash","Government","Meru",2025-10-23,"harold9019@gmail.com","0766607703",5,"Highly recommended",10255.28
"ORD000046","CUST84155","Danielle","Booth","Female",31,NA,"Sports",20,1831.49,0.18,"Edwin","Debit Card","Wholesale","Malindi",2023-05-28,"alice6627@gmail.com","0757282449",2,"Average experience",30036.44
"ORD000047","CUST60717","Margaret",NA,"Male",58,"Central","Office Supplies",20,321.46,0.08,"Yvonne","Debit Card","Government","Mombasa",2025-09-30,"austin2022@gmail.com","0720602810",2,"Poor customer service",5914.86
"ORD000048","CUST13986","Dennis","Harrison","Female",43,"Central","Food & Beverage",15,2682.81,0.32,"Oscar","Mobile Money","SME","Kitale",2023-09-04,"brian9746@gmail.com","0761601418",1,"Wrong item",27364.66
"ORD000049","CUST40304"," Harold","Jordan","Male",68,"South","Health & Beauty",4,379.6,0.03,"Eric","Credit Card","Corporate","Malindi",2032-10-17,"christine8566@gmail.com","0783766021",1,NA,1472.85
"ORD000050","CUST36917","Anna","Jones","Male",43,"East","Food & Beverage",3,2483.24,0.18,"Zack","Mobile Money","Corporate","Naivasha",2024-02-25,"martha1515@gmail.com","0735532270",4,"Poor customer service",6108.77
"ORD000051","CUST52097","Olivia",NA,"Male",18,"East","Sports",10,815.92,0.02,"Mark","Credit Card","Government","Naivasha",2024-02-21,"andrew341@gmail.com","0792579166",3,"Satisfied",7996.02
"ORD000052","CUST81633","Melissa","Harvey","Female",49,"Central","Food & Beverage",13,2254.21,0.15,"Kelvin","Credit Card",NA,"Nairobi",2023-10-06,"ryan3520@gmail.com","0758669026",4,"Fast shipping",24909.02
"ORD000053","CUST10275","Anna","Martinez","Female",27,"Central","Office Supplies",4,1372.26,0.03,"Samuel","Cash",NA,"Meru",2023-09-24,"virginia4140@gmail.com","0714679624",1,"Satisfied",5324.37
"ORD000054","CUST32049",NA,"Ward","Female",59,"Central","Automotive",5,2249.78,0.02,"Edwin","Bank Transfer","Retail","Meru",2023-07-21,"janice9452@gmail.com","0787296637",1,"Poor customer service",11023.92
"ORD000055","CUST94196","Megan","Cruz","Male",30,NA,"Books",6,1545.63,0.27,"Naomi","Cash","Corporate","Eldoret",2025-12-01,"benjamin7494@gmail.com","0777132316",1,"Highly recommended",6769.86
"ORD000056","CUST52042","Caleb","White","Female",30,"Central","Furniture",15,427.02,0.36,"Lucy","Debit Card","Government","Thika",2023-10-31,"betty9809@gmail.com","0799301991",5,"Satisfied",4099.39
"ORD000057","CUST14896","Jonathan","Maina","Male",70,"West","Sports",17,579.97,0.17,"Purity","Cash","Wholesale",NA,2023-12-13,NA,"0776597242",5,"Excellent service",8183.38
"ORD000058","CUST51800","Megan","Mutua","Female",22,"East","Home Appliances",3,594,0.11,"Yvonne","Cash","SME","Mombasa",2025-04-03,"sara5289@gmail.com","0724177091",4,"Poor customer service",1585.98
"ORD000059","CUST79208","Brandon","Mutua","Male",74,"Central","Home Appliances",16,2202.01,0.34,NA,"Debit Card","SME","Embu",2023-03-20,"douglas7394@gmail.com","0715947782",1,"Highly recommended",23253.23
"ORD000060","CUST13179","Jane","Newman","Female",65,NA,"Automotive",7,2313.23,0.05,"Terry","Mobile Money","Corporate","Mombasa",2023-08-17,"adam1548@gmail.com","0740474040",1,"!!!!",15382.98
"ORD000061","CUST45092","Allan","Perry",NA,31,"Central","Sports",3,1488.85,0.25,NA,"Cash","SME","Kisumu",2024-06-09,"maria2511@gmail.com","0782542227",3,"Fast shipping",3349.91
"ORD000062","CUST11762","Jeremy","Griffin","Male",73,NA,"Sports",9,425.84,0.31,"Edwin","Debit Card","Retail","Kitale",2025-12-24,"jason687@gmail.com","0769221653",2,NA,2644.47
"ORD000063","CUST17393","Thomas","Clark",NA,46,"South","Furniture",5,599.72,0.22,"Ruth","Bank Transfer","Wholesale","Embu",2023-07-03,"amber7775@gmail.com","0732723263",3,"Poor customer service",2338.91
"ORD000064","CUST34809",NA,"James",NA,59,"North","Home Appliances",13,2680.42,0.26,"Joy","Credit Card","Corporate","Kisii",2025-04-01,"adrian3968@gmail.com","0741275451",1,"Excellent service",25785.64
"ORD000065","CUST39385","Natalie","West","Female",29,"West","Automotive",12,1574.85,0.02,"George","Cash","Government","Nakuru",2024-01-06,"kevin1357@gmail.com","0781778573",1,"Satisfied",18520.24
"ORD000066","CUST16458","Ryan","Adams","Male",29,"Central",NA,8,2713.99,0.06,"Diana","Debit Card","Government","Nairobi",2024-10-29,"richard9876@gmail.com","0741946152",5,"Will buy again",20409.2
"ORD000067","CUST71611","Amber","Langat","Female",68,"East","Health & Beauty",9,2116.46,0.34,"Hilda","Credit Card","SME","Naivasha",2023-02-20,"florence5845@gmail.com","0718080613",1,"Excellent service",12571.77
"ORD000068","CUST93284","Terry","Powell","Male",55,NA,"Sports",20,2784.9,0.19,"Naomi","Debit Card","Government","Nakuru",2025-04-28,"angela7124@gmail.com","0741169370",2,"Product damaged",45115.38
"ORD000069","CUST92718","Natalie","Jordan","Male",55,"West","Furniture",17,233.54,0.35,"Nancy",NA,"Corporate","Kisumu",2023-05-18,"sandra1500@gmail.com","0718389303",2,"Average experience",2580.62
"ORD000070","CUST19377","Florence","Thompson","Female",24,"West","Furniture",2,2028.46,0.23,"Lilian","Cash","Wholesale","Mombasa",2024-05-27,"christina9546@gmail.com","0777611926",1,"Fast shipping",3123.83
"ORD000071","CUST16550","Abel","Stone","Male",21,"South","Food   &   Beverage",15,2947.28,0.33,"Purity","Bank Transfer","Government","Nakuru",2024-04-30,"david2607@gmail.com","0782756382",5,"Excellent service",29620.16
"ORD000072","CUST29947","Evelyn","Fisher",NA,75,"North","Automotive",16,395.68,0.34,"Brenda","Cash","Corporate","Nakuru",2024-04-03,"justin9561@gmail.com","0751791678",3,"Average experience",4178.38
"ORD000073","CUST88207","Eugene","Adams ","Male",26,"East",NA,8,2988.62,0.2,"Paul","Debit Card",NA,"Malindi",2025-06-11,"brenda7923@gmail.com","0774911795",1,"Late delivery",19127.17
"ORD000074","CUST73125","Rose",NA,"Male",23,"Central","Sports",5,1407.38,0.35,"Samuel","Debit Card","Corporate","Meru",2025-07-10,"lauren8588@gmail.com","0725179256",1,"Poor customer service",4573.99
"ORD000075","CUST47660","Douglas","Pearson","Female",72,"Central","Home Appliances",7,2441.04,0.1,"Beatrice","Credit Card","Wholesale","Naivasha",2024-09-01,NA,"0711201338",5,"Highly recommended",15378.55
"ORD000076","CUST85203","Kyle","Payne","Female",50,"North","Clothing",16,2848.57,0.13,"Brenda","Debit Card","Government","Thika",2023-10-29,"aaron4117@gmail.com","0780184957",3,"Highly recommended",39652.09
"ORD000077","CUST14844","Megan","Hamilton","Male",41,"South","Health & Beauty",7,2754.66,0.05,"Lucy","Mobile Money","Corporate","Eldoret",2025-03-26,"nathan6123@gmail.com","0798627038",2,"Will buy again",18318.49
"ORD000078","CUST46414","Austin","Wambui","Female",53,"West","Home Appliances",1,2536.3,0.23,"Diana","Mobile Money","Government","Kisii",2024-09-04,"jesse1322@gmail.com","0773529287",4,"Late delivery",1952.95
"ORD000079","CUST19285","Elizabeth","Morris","Male",39,"North","Office   Supplies",4,2370.95,0.27,"Hilda","Cash","Retail","mombasa",2023-10-27,"kenneth9468@gmail.com","0789263027",1,"Product damaged",6923.17
"ORD000080","CUST32738","Louis","Crawford ","Female",43,"East","Office Supplies",11,1513.29,0.21,"Xavier","Debit Card","Corporate","Malindi",2024-06-21,"marilyn3160@gmail.com","0759929777",5,"Excellent service",13150.49
"ORD000081","CUST51212","Vincent",NA,"Male",18,"West","Automotive",12,1565.54,0.16,"Florence","Cash",NA,"kisii",2024-03-03,"carl7022@gmail.com","0740339857",1,"Fast shipping",15780.64
"ORD000082","CUST66886","Sean","Duncan","Male",71,"South","Furniture",19,816.77,0.24,"Zack","Credit Card","Corporate",NA,2023-02-05,"keith3375@gmail.com","0730967723",3,"Highly recommended",11794.16
"ORD000083","CUST18611","Olivia","Mutua","Male",23,"East","Health & Beauty",4,873.85,0.24,"Terry","Debit Card","SME","Nairobi",2023-01-11,"madison469@gmail.com","0762202770",5,"#####",2656.5
"ORD000084","CUST87599","Julie","Reyes","Male",37,"CENTRAL","Clothing",8,1653.32,0.16,"Zack","Bank Transfer","Wholesale","kitale",2023-01-13,"ann3406@gmail.com","0715858217",2,"Will buy again",11110.31
"ORD000085","CUST88865","Lisa","Bradley","Female",42,"CENTRAL","Clothing",19,2494,0.05,NA,"Bank Transfer","SME","Kisumu",2024-01-05,"james5373@gmail.com","0710480488",5,"Product damaged",45016.7
"ORD000086","CUST57301"," Jack","Boyd","Female",48,"Central",NA,20,1068.76,0.31,NA,"Bank Transfer","Corporate","Kisii",2024-01-08,"dylan2027@gmail.com","0753179745",2,"Poor customer service",14748.89
"ORD000087","CUST80236","Louis","Wood","Male",29,"East","Electronics",7,1044.67,0.2,"Beatrice","Debit Card","Retail","Eldoret",2024-10-15,"helen187@gmail.com","0725486759",3,"Wrong item",5850.15
"ORD000088","CUST45428","Billy","Harvey","Male",25,"North","Food & Beverage",7,1822.72,0.02,"Calvin","Credit Card","Wholesale","Kisumu",2025-05-26,"kathleen7142@gmail.com","0781039870",5,"Satisfied",12503.86
"ORD000089","CUST30765",NA,"Price","Male",28,"East","Office Supplies",11,579.75,0.1,"Ruth","Debit Card","Retail","Kitale",2025-03-25,"sharon6858@gmail.com","0715703579",3,"Product damaged",5739.53
"ORD000090","CUST80513","Margaret","West","Female",60,"North","Sports",14,478.68,0.08,NA,"Mobile Money","Government","nairobi",2025-05-05,"sarah2499@gmail.com","0711716752",5,"Excellent service",6165.4
"ORD000091","CUST99661","Eric","Turner","Female",29,"West","Automotive",3,2584.29,0.36,"Kevin","Bank Transfer","Government","Thika",2024-09-04,"bruce3858@gmail.com","0792251920",2,"Late delivery",4961.84
"ORD000092","CUST21128","Paul","Harris","Female",34,"West","Clothing",13,1621.97,0.17,"Brian","Cash","Retail","Kisii",2023-06-11,NA,"0786216533",4,"Excellent service",17501.06
"ORD000093","CUST52358","Deborah","Baker","Female",51,"Central","Automotive",15,1565.29,0.08,"Calvin","Bank Transfer","Corporate","Kisumu",2024-10-22,"allan8149@gmail.com","0757215805",5,"Average experience",21601
"ORD000094","CUST92296"," Alan","Dixon","Female",27,"Central","Automotive",3,1141.26,0.32,"Lucy","Mobile Money","Retail","Nyeri",2023-05-30,"michael851@gmail.com","0750575965",5,"Late delivery",2328.17
"ORD000095","CUST88982"," Brian","Torres","Male",65,"Central","Furniture",1,1401.62,0.01,"Charles","Debit Card","Wholesale","Mombasa",2024-04-11,NA,"0736615324",3,"Average experience",1387.6
"ORD000096","CUST48934","Stephanie",NA,"Male",50,"North","Home Appliances",14,1574.45,0.29,"Winnie",NA,"Wholesale","Malindi",2024-06-03,"philip5011@gmail.com","0796460995",1,"Poor customer service",15650.03
"ORD000097","CUST59068","Rose","Harrison","Male",47,"North","Sports",5,2588.26,0.29,"Zack","Bank Transfer","SME","Naivasha",2025-04-18,"betty7001@gmail.com","0732635923",3,"Will buy again",9188.32
"ORD000098","CUST90445","Adrian","Brooks","Male",22,"North","Office Supplies",18,327.93,0.23,"Ursula","Cash","Wholesale","Kitale",2025-11-23,"audrey9189@gmail.com","0794461933",3,"Will buy again",4545.11
"ORD000099","CUST48606","Daniel","Fleming ","Male",19,"West","Food & Beverage",17,1191.37,0.21,"Kevin","Unknown","Corporate","Naivasha",2025-01-30,"lauren2310@gmail.com","12345",3,"Fast shipping",16000.1
"ORD000100","CUST77355","Diana","Ngugi","Female",24,"East","Food & Beverage",19,1642.4,0.19,"Henry","Credit Card","Government","Kericho",2023-03-30,"harold7474@gmail.com","0723158861",4,"Average experience",25276.54
"ORD000101","CUST44995","Amelia","Armstrong","Female",33,"West","Health & Beauty",20,1549.49,0.34,"Beatrice","Credit Card","Retail","Embu",2024-06-08,"jessica9083@gmail.com",NA,2,"Excellent service",20453.27
"ORD000102","CUST14649","Mark","Moore","Female",50,"East","Clothing",12,1778.17,0.24,"Steve","Bank Transfer","SME","Malindi",2023-11-27,"felix6735@gmail.com","0783134336",5,"Excellent service",16216.91
"ORD000103","CUST60260","Abigail","Rivera","Male",18,"EAST","Home Appliances",4,2601.79,0.08,"Samuel","Cash","Wholesale","Embu",2025-05-02,"isaac3633@gmail.com","0725550395",5,"Wrong item",9574.59
"ORD000104","CUST67905","George","Smith",NA,47,"North","Office Supplies",11,1906.71,0.16,"Joy","Cash","Wholesale","Eldoret",2023-05-18,"shirley9478@gmail.com","0736533830",2,"Average experience",17618
"ORD000105","CUST43211","Austin","Harrison","Male",37,NA,"Food & Beverage",6,296.73,0.19,"George","Bank Transfer","Retail","Thika",2023-02-11,"deborah5338@gmail.com","0771713606",2,"Product damaged",1442.11
"ORD000106","CUST38450","Rose","Jenkins","Female",63,"SOUTH","Furniture",7,877.66,0.15,"Dennis","Cash","Government","Nakuru",2025-03-25,"maria9658@gmail.com","0749237258",4,"Excellent service",5222.08
"ORD000107","CUST32475","Janice","Langat","Male",48,"North","Electronics",10,830.38,0.26,"Kelvin","Credit Card","Wholesale","Nakuru",2023-04-14,"melissa632@gmail.com","0738894832",2,"%%%%%",6144.81
"ORD000108","CUST82582",NA,"Baker","Male",54,"Central","Home Appliances",9,2699.14,0.27,"Quincy","Debit Card","Retail","Kisii",2025-05-29,"lisa243@gmail.com","0727494525",4,"Product damaged",17733.35
"ORD000109","CUST28365","Laura",NA,"Male",44,"North","Clothing",5,2366.57,0.25,"Samuel","Debit Card","SME","Mombasa",2023-10-11,"danielle213@gmail.com","0747996486",1,"Average experience",8874.64
"ORD000110","CUST64016","Cheryl","Martin","Male",32,"South","Clothing",12,2847.71,0.18,"Zack","Bank Transfer","Wholesale","Kisumu",2025-08-08,"deborah9096@gmail.com","0763644335",3,"Late delivery",28021.47
"ORD000111","CUST58749","Nicholas","James","Male",27,"North","Home Appliances",7,2784.18,0.29,"Kelvin","Cash","Government","Nakuru",2024-06-10,"barbara8790@gmail.com","0778896166",3,"Will buy again",13837.37
"ORD000112","CUST64927","Gabriel","Harrison","Male",29,"East","Home Appliances",16,1613.92,0.03,"Purity","Cash","Retail","Machakos",2023-11-08,"hannah8570@gmail.com","0796206713",1,"Will buy again",25048.04
"ORD000113","CUST39156","Mary","Brown","Male",19,"North","Electronics",11,543.72,0.29,"Gilbert","Mobile Money","Government","Meru",2025-11-27,"austin9638@gmail.com","0789776269",5,"Poor customer service",4246.45
"ORD000114","CUST49997","Kimberly","Nolan","Female",34,NA,"Home Appliances",20,1685,0.2,"Valerie","Debit Card","Government",NA,2023-06-27,"margaret8839@gmail.com","0718552672",1,"Wrong item",26960
"ORD000115","CUST39012","Justin","Garcia","Male",25,"South","Sports",8,264.4,0.39,"Beatrice","Credit Card","SME","Thika",2025-12-08,"martha603@gmail.com","0776438123",4,"Late delivery",1290.27
"ORD000116","CUST54690","Olivia","Henderson","Female",49,"South","Health & Beauty",7,354.85,0.22,"Lucy","Mobile Money","SME","Malindi",2023-03-04,"anne7853@gmail.com","0710369839",1,"Average experience",1937.48
"ORD000117","CUST59068","Virginia","Lopez","Male",57,"North","Clothing",16,675.74,0.02,"Brenda","Cash","SME","Kisumu",2023-01-15,"diana3635@gmail.com","0746774649",1,"Satisfied",10595.6
"ORD000118","CUST56134","Teresa","Kamau","Female",58,"Central","Clothing",15,2297.79,0.11,"Quincy","Cash","Wholesale","Machakos",2023-11-22,"bruce3590@gmail.com","0746344565",2,"Late delivery",30675.5
"ORD000119","CUST65169","Ethan","Perez","Female",41,"Central","Furniture",1,1968.35,0.15,"Calvin","Mobile Money","Wholesale","Kisii",2023-10-30,"patrick1812@gmail.com",NA,1,"Late delivery",1673.1
"ORD000120","CUST16292","Anthony","Jordan",NA,54,"South","Food & Beverage",16,928.53,0.03,"Brian",NA,"SME","Meru",2023-05-24,"christopher5761@gmail.com","0791561987",5,"Late delivery",14410.79
"ORD000121","CUST79531","Tyler","Booth","Male",22,"East","Furniture",19,1986.88,0.09,"Ursula","Bank Transfer",NA,"kericho",2023-12-01,"andrew8851@gmail.com","0715279724",1,"Satisfied",34353.16
"ORD000122","CUST95707","Deborah","Ferguson","Male",66,"East","Food & Beverage",1,761.43,0.33,"Calvin","Bank Transfer","Government","Machakos",2023-09-13,"alan7893@gmail.com","0725947443",2,"Highly recommended",510.16
"ORD000123","CUST94793","Sharon","Ford","Female",30,"Central","Sports",2,620.62,0.28,"Ian","Bank Transfer",NA,"Kisii",2024-12-16,"john8833@gmail.com","0795827319",1,"Product damaged",893.69
"ORD000124","CUST13063","Felix","Lewis","Female",24,"EAST","Office Supplies",15,1427.9,0.23,"Alice","Cash","Corporate","Mombasa",2025-05-29,"louis5685@gmail.com","0779547149",1,"Fast shipping",16492.24
"ORD000125","CUST78681","Bernard","Knight","Male",41,"Central","Automotive",18,513.81,0.05,"Henry","Bank Transfer","Government","Embu",2025-07-18,"keith6292@gmail.com","0799167990",4,"Average experience",8786.15
"ORD000126","CUST59024","Richard","Burns","Female",70,"East","Furniture",7,1642.42,0.4,"Valerie","Credit Card","Government","Kisii",2024-03-17,"brenda4761@gmail.com","0719012319",1,"Satisfied",6898.16
"ORD000127","CUST27293","Arnold","Bowman","Female",28,"East",NA,6,1381.32,0.38,"Oscar","Cash","Government","Nakuru",2024-05-27,"samantha8677@gmail.com","0713261046",2,"Excellent service",5138.51
"ORD000128","CUST20708","Deborah",NA,"Male",74,"Central","Home Appliances",6,44.2,0.34,"Lucy","Credit Card","Government","Kitale",2025-11-01,"donald5031@gmail.com","0746798216",1,"Late delivery",175.03
"ORD000129","CUST90121","Ethan","Perez","Female",66,"South","Clothing",17,2132.82,0.33,"Samuel","Bank Transfer","Corporate","Meru",2024-09-07,"jane6170@gmail.com",NA,2,"Wrong item",24292.82
"ORD000130","CUST46104","Angela","Russell","Female",27,"West","Books",5,1198.23,0.39,NA,"Debit Card","Corporate",NA,2023-05-09,"ryan6176@gmail.com","0734336711",4,"Excellent service",3654.6
